direction,open_time,open_price,open_idx,slip_open,comm_open,close_time,close_price,duration_min,pnl_pct,pnl_usd,slip_close,comm_total
LONG,2025-04-22 21:55:00,93437.18255482789,220505,0.3590143386999918,0.0004,2025-04-22 22:10:00,92589.7109375,15,-1.1232324993874294,-11.187506406579352,0.1762363826856017,0.08
LONG,2025-04-22 23:35:00,93772.70239688628,220525,0.09638538387379568,0.0004,2025-04-23 00:15:00,93400.42943975562,40,-0.5266661295602195,-5.179651819044878,0.08967111116452828,0.08
SHORT,2025-04-23 00:20:00,93619.6072446564,220534,0.03138608564275447,0.0004,2025-04-23 00:30:00,93350.74354389284,10,0.1927998769414706,1.8848138621735966,0.054387506851913035,0.08
SHORT,2025-04-23 00:35:00,93186.79949219523,220537,0.07849078683762621,0.0004,2025-04-23 00:40:00,93291.7734375,5,-0.22121415729676203,-2.1641942629077304,0.06856521358713508,0.08
SHORT,2025-04-23 00:45:00,93044.34983566457,220539,0.07480934230184937,0.0004,2025-04-23 03:05:00,92864.26773327262,140,0.1137673171371583,1.1092773832558709,0.039777054670499135,0.08
SHORT,2025-04-23 03:10:00,92750.22437508777,220568,0.050330665647574574,0.0004,2025-04-23 03:15:00,92753.6640625,5,-0.08752654842525787,-0.853618404651232,0.043817999539896846,0.08
SHORT,2025-04-23 03:20:00,92739.91310087116,220570,0.043206401302918536,0.0004,2025-04-23 03:25:00,92898.8984375,5,-0.24617124235273655,-2.396732055255906,0.03473983670119196,0.08
SHORT,2025-04-23 03:30:00,92879.89895189623,220572,0.04219004482884184,0.0004,2025-04-23 03:35:00,93001.93266215172,5,-0.20607224202098912,-1.999742807150415,0.034683522144480394,0.08
SHORT,2025-04-23 03:40:00,93034.481254962,220574,0.04005141668550779,0.0004,2025-04-23 03:50:00,93099.55291061969,10,-0.1424191496269439,-1.3780956238593964,0.032475560132027695,0.08
SHORT,2025-04-23 03:55:00,93079.31032468218,220577,0.04368757112426329,0.0004,2025-04-23 04:00:00,93205.12375480523,5,-0.21404093969064944,-2.0664516687765553,0.038872952643711385,0.08
SHORT,2025-04-23 04:05:00,93101.88745374302,220579,0.030655977812817765,0.0004,2025-04-23 04:15:00,93186.80742717828,10,-0.16255450884412292,-1.5649119098166477,0.03134263789526534,0.08
