direction,open_time,open_price,open_idx,slip_open,comm_open,close_time,close_price,duration_min,pnl_pct,pnl_usd,slip_close,comm_total
LONG,2025-05-21 18:05:00,0.2264999896287918,205585,0.5103159695863724,0.0004,2025-05-21 18:55:00,0.22684499621391296,50,-0.008760976687129735,-0.08712763633328723,0.12108177179470658,0.08
LONG,2025-05-21 19:45:00,0.2297549992799759,205605,0.2815259853377938,0.0004,2025-05-23 11:55:00,0.23607652615907904,2410,2.300760320953546,22.805422217716565,0.41066049640147934,0.08
SHORT,2025-05-23 11:55:00,0.23675454996882508,206087,0.12463483989542637,0.0004,2025-06-05 21:10:00,0.17069363302056959,19275,27.45468380080846,277.9370583861853,0.40801836772605854,0.08
LONG,2025-06-05 21:10:00,0.17094500362873077,209942,0.5558790639042854,0.0004,2025-06-09 05:10:00,0.18104982862722482,4800,5.821372490648399,74.66474542735274,0.04978301784505283,0.08
SHORT,2025-06-09 05:10:00,0.1810419485434281,210902,0.05413329031585775,0.0004,2025-06-22 22:15:00,0.14903117697057328,19745,17.371490175188264,235.55463607169625,0.26992113881784385,0.08
LONG,2025-06-22 22:15:00,0.1493240719990289,214851,0.4669843439953466,0.0004,2025-06-23 16:35:00,0.14854940218468354,1100,-0.8612015550866773,-13.636866838046284,0.3024172733732877,0.08
LONG,2025-06-23 17:10:00,0.15250998013915146,215078,0.3025167507082022,0.0004,2025-06-26 13:35:00,0.15925775151673988,4105,4.307773649977538,67.39322448256097,0.07670491295433983,0.08
SHORT,2025-06-26 13:40:00,0.15937578187062815,215900,0.07161722254611345,0.0004,2025-07-16 21:30:00,0.2211405901809745,29270,-39.43616248880561,-642.8204222107828,0.6419630832250323,0.08
LONG,2025-07-16 21:30:00,0.2215299904346466,221754,0.8191874250769615,0.0004,2025-07-18 15:10:00,0.23907217145108167,2500,7.330442863005699,71.74490933057149,0.5482055249696403,0.08
LONG,2025-07-18 15:15:00,0.24076499044895172,222255,0.7933166809380054,0.0004,2025-07-18 15:20:00,0.2363099902868271,5,-2.3830260232197706,-24.824377831164966,0.49267387948930264,0.08
LONG,2025-07-18 15:30:00,0.23890499770641327,222258,0.30018154066056013,0.0004,2025-07-18 15:50:00,0.2365349978208542,20,-1.2871504914046688,-13.044407188767943,0.2551244106143713,0.08
LONG,2025-07-18 15:55:00,0.23754501342773438,222263,0.19191002938896418,0.0004,2025-07-21 10:15:00,0.2693435947474985,3980,13.140189025725233,131.14809287903878,0.20615020359219355,0.08
LONG,2025-07-21 10:20:00,0.26995500922203064,223060,0.1799785066395998,0.0004,2025-07-22 04:30:00,0.2593649923801422,1090,-4.375645003221467,-49.30181870630741,0.41276286356151104,0.08
SHORT,2025-07-22 04:30:00,0.2593649923801422,223278,0.41276286356151104,0.0004,2025-07-23 17:30:00,0.240804985165596,2220,6.305878369380366,67.63386080923264,0.8100631646811962,0.08
LONG,2025-07-23 17:30:00,0.240804985165596,223722,0.8100631646811962,0.0004,2025-07-23 17:35:00,0.23961499333381653,5,-0.8690054040789945,-9.824055087952237,0.33483298029750586,0.08
LONG,2025-07-23 17:40:00,0.2409999817609787,223724,0.2495820401236415,0.0004,2025-07-23 20:40:00,0.23327736571493743,180,-3.837848196242565,-42.88506815566701,0.5934429553739249,0.08
SHORT,2025-07-23 20:40:00,0.23333065774902376,223760,0.5707336041679537,0.0004,2025-07-23 20:50:00,0.23759499192237854,10,-2.492274661290516,-26.616924465676945,0.6246819160878658,0.08
LONG,2025-07-23 20:50:00,0.23759499192237854,223762,0.6246819160878658,0.0004,2025-07-24 04:50:00,0.23805192216865223,480,-0.1651261421497809,-1.7081284128416183,0.3174409054268485,0.08
SHORT,2025-07-24 04:50:00,0.23826444218655496,223858,0.22844965070233156,0.0004,2025-07-25 01:35:00,0.22951293883151716,1245,3.3915242143429856,34.93127583370677,0.24149693590720403,0.08
LONG,2025-07-25 01:35:00,0.22951661294401993,224107,0.2431016320914808,0.0004,2025-07-25 03:40:00,0.22260500490665436,125,-3.2553566915009102,-34.567805272856106,0.2039807615801692,0.08
SHORT,2025-07-25 03:40:00,0.22260500490665436,224132,0.2039807615801692,0.0004,2025-08-01 23:15:00,0.20032000541687012,11255,9.73081160961923,99.72139106428813,0.24019398260861635,0.08
LONG,2025-08-01 23:15:00,0.20032000541687012,226383,0.24019398260861635,0.0004,2025-08-02 06:25:00,0.19911483960717663,430,-0.7144682382747211,-8.011838878260322,0.07284794219619826,0.08
SHORT,2025-08-02 06:25:00,0.19911927618734582,226469,0.07062141391705155,0.0004,2025-08-14 13:15:00,0.22953499853610992,17690,-15.86048571930179,-176.38881421778558,0.5453587044030428,0.08
LONG,2025-08-14 13:15:00,0.22953499853610992,230007,0.5453587044030428,0.0004,2025-08-14 13:25:00,0.22467999160289764,10,-2.448040601984913,-22.77317190240216,0.2928917296230793,0.08
LONG,2025-08-14 13:35:00,0.22720502316951752,230011,0.3688657656311989,0.0004,2025-08-14 13:45:00,0.22574500739574432,10,-1.0203299513766018,-9.221513762065465,0.33773158211261034,0.08
LONG,2025-08-14 13:50:00,0.22828000783920288,230014,0.4974685609340668,0.0004,2025-08-14 14:05:00,0.2256699949502945,15,-1.4176462636106386,-12.613481397144755,0.2343079075217247,0.08
LONG,2025-08-14 14:25:00,0.2277499884366989,230021,0.3392348065972328,0.0004,2025-08-15 15:35:00,0.22293765868927548,1510,-2.373340659323752,-20.738446912671012,0.22035273758737936,0.08
LONG,2025-08-15 15:40:00,0.22343733781680178,230324,0.23207305866992048,0.0004,2025-08-15 15:50:00,0.2212856612431799,10,-1.2078892136952832,-10.276103571688726,0.20490039783941694,0.08
LONG,2025-08-15 16:00:00,0.2228910966482849,230328,0.2613872576515905,0.0004,2025-08-16 11:50:00,0.22848515152700624,1190,2.367093419068825,19.834814707644362,0.10267703064481848,0.08
SHORT,2025-08-16 12:00:00,0.22711217773449036,230568,0.056248223239506845,0.0004,2025-08-22 16:10:00,0.23710499703884125,8890,-4.857108008206479,-41.62293310267821,0.4171593114733696,0.08
LONG,2025-08-22 16:10:00,0.23700369222541473,232346,0.37425535406012606,0.0004,2025-08-24 06:20:00,0.2332827494622069,2290,-1.655948415132119,-13.445447062938982,0.04595483053055998,0.08
SHORT,2025-08-24 06:20:00,0.23326723049460846,232804,0.05260420169877622,0.0004,2025-08-24 20:50:00,0.23321999609470367,870,-0.25182750100713963,-2.008987961223784,0.23207655176520348,0.08
LONG,2025-08-24 20:50:00,0.23321999609470367,232978,0.23207655176520348,0.0004,2025-08-25 20:40:00,0.2066073577677997,1430,-11.818727003081506,-93.79217421281454,0.36776792044033607,0.08
SHORT,2025-08-25 20:40:00,0.20682385610212894,233264,0.2633659643639545,0.0004,2025-09-13 17:25:00,0.28703004121780396,27165,-39.05742008353405,-272.49360534004404,0.2374714706093073,0.08
LONG,2025-09-13 17:25:00,0.28703004121780396,238697,0.2374714706093073,0.0004,2025-09-14 01:15:00,0.2810569074237406,470,-2.3492981166084377,-9.961047476924454,0.22828465588472002,0.08
SHORT,2025-09-14 01:15:00,0.28128277264545054,238791,0.14810530426109678,0.0004,2025-09-17 21:20:00,0.27213462488012313,5525,3.0006992496654235,12.40072333047375,0.21159653769813686,0.08
LONG,2025-09-17 21:20:00,0.2721928931430676,239896,0.23305340177676273,0.0004,2025-09-18 06:20:00,0.27752348292558937,540,1.8332355840385204,7.782076975223404,0.08515125000712394,0.08
SHORT,2025-09-18 06:20:00,0.277544554904559,240004,0.07756485202228083,0.0004,2025-10-10 21:30:00,0.18197999894618988,32590,25.630494664176744,110.66566465900625,8.761654794216156,0.08
LONG,2025-10-10 21:30:00,0.18197999894618988,246522,8.761654794216156,0.0004,2025-10-10 22:10:00,0.17948000133037567,40,-2.6573104407725716,-13.145594468120148,1.243534404784441,0.08
LONG,2025-10-10 22:15:00,0.18374498188495636,246531,1.0865379124879837,0.0004,2025-10-11 00:25:00,0.18851999938488007,130,1.3948333685975982,6.641150893800713,1.1638865806162357,0.08
SHORT,2025-10-11 00:25:00,0.18851999938488007,246557,1.1638865806162357,0.0004,2025-10-11 00:30:00,0.19628499448299408,5,-4.95228777922979,-23.620146076831755,0.7933639921247959,0.08
LONG,2025-10-11 00:30:00,0.19628499448299408,246558,0.7933639921247959,0.0004,2025-10-13 11:35:00,0.20481999218463898,3545,4.016182216878284,18.054994614848876,0.29208583291620016,0.08
SHORT,2025-10-13 11:35:00,0.20481999218463898,247267,0.29208583291620016,0.0004,2025-10-16 20:45:00,0.18616999685764313,4870,8.785458084739538,40.945355345641794,0.28009607922285795,0.08
