Žurnāls: ppo_trader_Risk Control Mode_XRP.log

Ierīce: cpu  |  AMP: False
Eksperiments: Risk Control Mode

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,455 sveces  |  2019-01-05 05:00:00 → 2026-05-13 04:50:00
Izmantojam     : 331,053 sveces  |  2023-03-20 15:45:00 → 2026-05-13 04:50:00
Apmācība (~2g) : 0..220,702  (2023-03-20 15:45:00 → 2025-04-25 00:55:00)
Tests  (~1g)   : 220,702..331,053  (2025-04-25 01:00:00 → 2026-05-13 04:50:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Risk Control Mode_XRP/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    60,928   119    -0.00300  +0.0000  0.0015  0.004↓    0.0%  -4.350  2.55e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    61,440   120    -0.00307  +0.0002  0.0038  0.006↓    0.0%  -0.724  2.38e-05  99.6%/ 0.2%/ 0.0%/ 0.2%
    61,952   121    -0.00318  +0.0004  0.0065  0.007↓    0.0%  -0.300  2.21e-05  99.6%/ 0.0%/ 0.2%/ 0.2%
    62,464   122    -0.00318  +0.0000  0.0016  0.004↓    0.0%  -3.349  2.05e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    62,976   123    -0.00318  +0.0000  0.0016  0.004↓    0.0%  -9.380  1.89e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    63,488   124    -0.00318  +0.0000  0.0015  0.004↓    0.0%  -1.678  1.74e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    64,000   125    -0.00329  +0.0004  0.0066  0.007↓    0.0%  -0.212  1.60e-05  99.6%/ 0.0%/ 0.2%/ 0.2%
    64,512   126    -0.00329  +0.0000  0.0015  0.004↓    0.0%  -6.176  1.46e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    65,024   127    -0.00329  +0.0000  0.0016  0.004↓    0.0%  -5.432  1.33e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    65,536   128    -0.00329  +0.0000  0.0017  0.004↓    0.0%  -2.810  1.21e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    66,048   129    -0.00329  +0.0000  0.0014  0.004↓    0.0%  -6.167  1.09e-05  100.0%/ 0.0%/ 0.0%/ 0.0%
    66,560   130    -0.00322  +0.0000  0.0014  0.004↓    0.0%  -8.835  9.77e-06  100.0%/ 0.0%/ 0.0%/ 0.0%
    67,072   131    -0.00311  +0.0000  0.0016  0.004↓    0.0%  -6.202  8.72e-06  100.0%/ 0.0%/ 0.0%/ 0.0%
    67,584   132    -0.00322  -0.0003  0.0064  0.007↓    0.0%  -0.324  7.73e-06  99.6%/ 0.2%/ 0.0%/ 0.2%
    68,096   133    -0.00322  +0.0000  0.0015  0.004↓    0.0%  -7.129  6.81e-06  100.0%/ 0.0%/ 0.0%/ 0.0%
    68,608   134    -0.00348  -0.0002  0.0272  0.012↓    0.0%  -0.103  5.96e-06  99.6%/ 0.2%/ 0.0%/ 0.2%
    69,120   135    -0.00344  +0.0000  0.0032  0.005↓    0.0%  -0.368  5.17e-06  99.6%/ 0.0%/ 0.2%/ 0.2%
