Žurnāls: ppo_trader_Realistic Mode, OP - 0.000898 (Main)_BTC.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.000898 (Main)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 771,726 sveces  |  2019-01-05 05:00:00 → 2026-05-10 16:05:00
Izmantojam     : 330,740 sveces  |  2023-03-19 05:05:00 → 2026-05-10 16:05:00
Apmācība (~2g) : 0..220,493  (2023-03-19 05:05:00 → 2025-04-22 20:50:00)
Tests  (~1g)   : 220,493..330,740  (2025-04-22 20:55:00 → 2026-05-10 16:05:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.000898 (Main)_BTC/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    22,528    44    -0.00195  -0.0001  0.0014  1.310→    0.0%  +0.162  2.38e-04  28.5%/30.1%/23.0%/18.4%
    23,040    45    -0.00186  +0.0002  0.0016  1.301→    0.0%  -0.074  2.35e-04  27.1%/27.1%/26.8%/18.9%
    23,552    46    -0.00180  -0.0005  0.0011  1.313→    0.0%  +0.198  2.33e-04  26.2%/24.8%/32.4%/16.6%
    24,064    47    -0.00173  -0.0002  0.0013  1.303→    0.0%  -0.077  2.30e-04  26.2%/27.9%/27.5%/18.4%
    24,576    48    -0.00168  -0.0007  0.0013  1.302→    0.0%  -1.402  2.27e-04  27.7%/27.5%/26.8%/18.0%
    25,088    49    -0.00160  -0.0007  0.0012  1.304→    0.0%  -0.606  2.24e-04  26.8%/26.4%/29.1%/17.8%
    25,600    50    -0.00159  -0.0007  0.0010  1.297→    0.0%  +0.407  2.22e-04  26.8%/24.2%/29.1%/19.9%
    26,112    51    -0.00154  -0.0006  0.0009  1.311→    0.0%  -3.826  2.19e-04  27.9%/25.4%/30.1%/16.6%
    26,624    52    -0.00149  -0.0001  0.0011  1.304→    0.0%  -0.960  2.16e-04  30.5%/29.1%/23.0%/17.4%
    27,136    53    -0.00147  -0.0001  0.0009  1.314→    0.0%  -3.094  2.13e-04  28.1%/25.8%/29.7%/16.4%
    27,648    54    -0.00144  -0.0001  0.0012  1.298→    0.0%  -2.524  2.10e-04  24.6%/27.5%/27.9%/19.9%
    28,160    55    -0.00146  +0.0011  0.0012  1.306→    0.0%  -0.818  2.07e-04  26.2%/27.9%/28.5%/17.4%
    28,672    56    -0.00158  -0.0003  0.0030  1.307→    0.0%  -0.026  2.04e-04  25.2%/27.7%/28.1%/18.9%
    29,184    57    -0.00164  -0.0009  0.0015  1.303→    0.0%  -0.130  2.01e-04  27.5%/31.6%/24.0%/16.8%
    29,696    58    -0.00172  -0.0002  0.0013  1.305→    0.0%  -0.374  1.98e-04  24.2%/25.4%/30.5%/19.9%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_BTC\ckpt_step0029696.pth  [40% apmācības]
    30,208    59    -0.00176  -0.0003  0.0013  1.306→    0.0%  -0.232  1.95e-04  24.2%/31.1%/26.0%/18.8%
    30,720    60    -0.00178  -0.0007  0.0008  1.300→    0.0%  -1.636  1.92e-04  24.8%/26.6%/30.3%/18.4%
    31,232    61    -0.00179  -0.0008  0.0010  1.302→    0.0%  -2.546  1.89e-04  30.9%/24.6%/26.4%/18.2%
    31,744    62    -0.00183  +0.0003  0.0008  1.303→    0.0%  -3.297  1.86e-04  30.1%/22.9%/29.5%/17.6%
    32,256    63    -0.00180  -0.0012  0.0008  1.299→    0.0%  -2.801  1.82e-04  31.1%/26.0%/26.0%/17.0%
    32,768    64    -0.00179  -0.0009  0.0010  1.291→    0.0%  -0.508  1.79e-04  29.9%/24.8%/26.4%/18.9%
    33,280    65    -0.00172  -0.0002  0.0010  1.295→    0.0%  -1.395  1.76e-04  32.6%/24.8%/26.4%/16.2%
    33,792    66    -0.00157  +0.0004  0.0008  1.296→    0.0%  -1.679  1.73e-04  30.5%/26.0%/26.2%/17.4%
    34,304    67    -0.00155  -0.0006  0.0009  1.294→    0.0%  -1.900  1.70e-04  29.9%/23.8%/26.8%/19.5%
    34,816    68    -0.00146  -0.0014  0.0008  1.305→    0.0%  -3.987  1.67e-04  28.5%/27.3%/27.3%/16.8%
    35,328    69    -0.00143  -0.0006  0.0009  1.300→    0.0%  -1.027  1.63e-04  33.2%/21.3%/28.7%/16.8%
    35,840    70    -0.00140  +0.0005  0.0008  1.299→    0.0%  -0.122  1.60e-04  28.9%/27.0%/26.8%/17.4%
    36,352    71    -0.00142  -0.0006  0.0008  1.310→    0.0%  -0.638  1.57e-04  31.6%/28.3%/24.8%/15.2%
    36,864    72    -0.00140  -0.0015  0.0008  1.290→    0.0%  -2.126  1.54e-04  27.0%/29.7%/23.8%/19.5%
    37,376    73    -0.00148  -0.0007  0.0011  1.289→    0.0%  +0.020  1.50e-04  30.1%/24.2%/29.1%/16.6%
    37,888    74    -0.00151  -0.0004  0.0008  1.289→    0.0%  -1.032  1.47e-04  31.2%/25.6%/25.4%/17.8%
    38,400    75    -0.00154  +0.0005  0.0010  1.285↓    0.0%  +0.512  1.44e-04  32.4%/22.3%/27.9%/17.4%
    38,912    76    -0.00153  -0.0017  0.0008  1.288↓    0.0%  +0.142  1.41e-04  30.3%/22.5%/30.1%/17.2%
    39,424    77    -0.00149  -0.0007  0.0006  1.293↓    0.0%  +0.075  1.38e-04  31.2%/24.4%/27.7%/16.6%
    39,936    78    -0.00154  -0.0009  0.0008  1.291↓    0.0%  -3.087  1.34e-04  29.3%/23.0%/30.7%/17.0%
    40,448    79    -0.00151  +0.0000  0.0007  1.291↓    0.0%  -0.822  1.31e-04  30.3%/24.0%/27.3%/18.4%
    40,960    80    -0.00151  -0.0011  0.0007  1.292↓    0.0%  -1.539  1.28e-04  34.4%/18.9%/29.5%/17.2%
    41,472    81    -0.00151  +0.0000  0.0007  1.293↓    0.0%  -3.558  1.25e-04  31.6%/24.8%/25.2%/18.4%
    41,984    82    -0.00153  +0.0000  0.0011  1.271↓    0.0%  -0.083  1.22e-04  38.9%/19.5%/25.0%/16.6%
    42,496    83    -0.00146  -0.0022  0.0008  1.288↓    0.0%  -0.868  1.19e-04  30.7%/24.0%/27.0%/18.4%
    43,008    84    -0.00151  +0.0018  0.0013  1.277↓    0.0%  -0.587  1.15e-04  32.4%/26.4%/24.8%/16.4%
    43,520    85    -0.00150  +0.0013  0.0007  1.291↓    0.0%  -1.228  1.12e-04  33.4%/24.8%/24.6%/17.2%
    44,032    86    -0.00151  -0.0019  0.0007  1.274↓    0.0%  -0.846  1.09e-04  35.9%/23.8%/21.7%/18.6%
    44,544    87    -0.00159  -0.0014  0.0009  1.292↓    0.0%  +0.273  1.06e-04  31.6%/24.2%/28.3%/15.8%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_BTC\ckpt_step0044544.pth  [59% apmācības]
    45,056    88    -0.00158  -0.0013  0.0011  1.291↓    0.0%  +0.468  1.03e-04  33.8%/25.2%/24.2%/16.8%
    45,568    89    -0.00161  -0.0007  0.0009  1.267↓    0.0%  -0.072  1.00e-04  37.1%/20.5%/25.8%/16.6%
    46,080    90    -0.00164  +0.0007  0.0015  1.275↓    0.0%  -1.110  9.70e-05  35.2%/20.9%/26.2%/17.8%
    46,592    91    -0.00161  +0.0011  0.0011  1.272↓    0.0%  -0.295  9.40e-05  42.8%/18.6%/23.6%/15.0%
    47,104    92    -0.00159  -0.0006  0.0008  1.267↓    0.0%  -0.434  9.11e-05  34.0%/20.9%/28.3%/16.8%
    47,616    93    -0.00159  -0.0006  0.0007  1.246↓    0.0%  -1.208  8.81e-05  37.1%/17.6%/28.7%/16.6%
    48,128    94    -0.00152  -0.0005  0.0009  1.272↓    0.0%  -0.766  8.52e-05  35.7%/19.9%/27.3%/17.0%
    48,640    95    -0.00147  -0.0008  0.0007  1.256↓    0.0%  -1.160  8.23e-05  39.3%/20.7%/23.6%/16.4%
    49,152    96    -0.00151  +0.0001  0.0007  1.261↓    0.0%  -1.492  7.95e-05  39.1%/20.9%/23.8%/16.2%
    49,664    97    -0.00140  -0.0003  0.0008  1.253↓    0.0%  -0.718  7.67e-05  42.0%/18.6%/23.4%/16.0%
    50,176    98    -0.00136  -0.0010  0.0006  1.233↓    0.0%  -0.317  7.39e-05  42.2%/20.1%/20.5%/17.2%
    50,688    99    -0.00131  -0.0009  0.0012  1.263↓    0.0%  -1.880  7.12e-05  35.0%/19.9%/29.3%/15.8%
    51,200   100    -0.00134  -0.0003  0.0014  1.257↓    0.0%  -0.073  6.84e-05  40.6%/18.8%/25.2%/15.4%
    51,712   101    -0.00138  -0.0004  0.0014  1.267↓    0.0%  +0.279  6.58e-05  35.2%/18.6%/28.5%/17.8%
    52,224   102    -0.00134  +0.0002  0.0012  1.270↓    0.0%  -2.223  6.31e-05  35.2%/26.0%/23.2%/15.6%
    52,736   103    -0.00130  -0.0007  0.0009  1.280↓    0.0%  -0.768  6.06e-05  35.9%/25.6%/24.0%/14.5%
    53,248   104    -0.00126  +0.0021  0.0014  1.244↓    0.0%  -0.788  5.80e-05  40.8%/21.1%/21.5%/16.6%
    53,760   105    -0.00125  +0.0009  0.0008  1.262↓    0.0%  -1.786  5.55e-05  37.9%/20.9%/26.6%/14.6%
    54,272   106    -0.00118  -0.0014  0.0009  1.284↓    0.0%  -0.691  5.30e-05  39.3%/22.1%/24.2%/14.5%
    54,784   107    -0.00118  -0.0003  0.0008  1.250↓    0.0%  -1.756  5.06e-05  40.2%/19.3%/23.8%/16.6%
    55,296   108    -0.00115  -0.0018  0.0008  1.273↓    0.0%  -0.378  4.83e-05  34.2%/20.9%/28.7%/16.2%
    55,808   109    -0.00113  +0.0004  0.0006  1.251↓    0.0%  -3.826  4.59e-05  41.6%/18.2%/25.0%/15.2%
    56,320   110    -0.00100  +0.0004  0.0008  1.248↓    0.0%  -0.483  4.37e-05  38.3%/17.8%/25.8%/18.2%
    56,832   111    -0.00090  +0.0001  0.0007  1.239↓    0.0%  -0.899  4.14e-05  44.7%/16.8%/22.9%/15.6%
    57,344   112    -0.00089  +0.0008  0.0010  1.261↓    0.0%  -1.207  3.93e-05  39.3%/18.4%/27.3%/15.0%
    57,856   113    -0.00087  -0.0011  0.0007  1.257↓    0.0%  +0.455  3.71e-05  39.3%/23.4%/21.7%/15.6%
    58,368   114    -0.00087  -0.0011  0.0008  1.263↓    0.0%  -0.195  3.51e-05  39.6%/20.9%/25.0%/14.5%
    58,880   115    -0.00085  -0.0000  0.0007  1.260↓    0.0%  -1.568  3.30e-05  39.1%/22.5%/23.0%/15.4%
    59,392   116    -0.00086  -0.0010  0.0007  1.252↓    0.0%  -1.196  3.11e-05  41.0%/20.9%/23.0%/15.0%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_BTC\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00083  +0.0004  0.0007  1.281↓    0.0%  -1.968  2.92e-05  34.4%/20.9%/28.1%/16.6%
    60,416   118    -0.00082  -0.0008  0.0007  1.243↓    0.0%  -2.323  2.73e-05  38.9%/21.1%/23.2%/16.8%
    60,928   119    -0.00083  -0.0003  0.0007  1.264↓    0.0%  -2.960  2.55e-05  36.9%/21.3%/25.4%/16.4%
    61,440   120    -0.00087  -0.0004  0.0007  1.255↓    0.0%  -0.754  2.38e-05  37.5%/19.7%/27.1%/15.6%
    61,952   121    -0.00088  +0.0014  0.0008  1.267↓    0.0%  -2.061  2.21e-05  35.7%/21.1%/25.4%/17.8%
    62,464   122    -0.00085  -0.0001  0.0007  1.273↓    0.0%  -0.919  2.05e-05  34.6%/25.2%/26.4%/13.9%
    62,976   123    -0.00085  -0.0006  0.0005  1.245↓    0.0%  -2.133  1.89e-05  40.4%/18.8%/23.4%/17.4%
    63,488   124    -0.00084  +0.0004  0.0007  1.252↓    0.0%  -1.360  1.74e-05  40.0%/18.8%/23.8%/17.4%
    64,000   125    -0.00084  +0.0008  0.0007  1.235↓    0.0%  -1.180  1.60e-05  40.0%/19.5%/23.6%/16.8%
    64,512   126    -0.00083  -0.0011  0.0007  1.256↓    0.0%  -2.987  1.46e-05  38.3%/22.5%/21.9%/17.4%
    65,024   127    -0.00085  +0.0004  0.0006  1.262↓    0.0%  -1.708  1.33e-05  39.3%/21.1%/23.8%/15.8%
    65,536   128    -0.00086  +0.0012  0.0006  1.267↓    0.0%  -1.666  1.21e-05  36.9%/21.3%/24.2%/17.6%
    66,048   129    -0.00086  -0.0010  0.0007  1.261↓    0.0%  -1.410  1.09e-05  39.1%/19.9%/24.8%/16.2%
    66,560   130    -0.00083  -0.0011  0.0007  1.250↓    0.0%  -0.511  9.77e-06  41.0%/20.7%/22.9%/15.4%
    67,072   131    -0.00083  +0.0012  0.0006  1.257↓    0.0%  -0.238  8.72e-06  43.6%/16.6%/24.8%/15.0%
    67,584   132    -0.00090  -0.0006  0.0008  1.266↓    0.0%  -1.410  7.73e-06  36.9%/22.9%/25.4%/14.8%
    68,096   133    -0.00090  +0.0010  0.0010  1.251↓    0.0%  -1.443  6.81e-06  36.9%/18.0%/28.9%/16.2%
    68,608   134    -0.00092  +0.0006  0.0006  1.247↓    0.0%  -2.538  5.96e-06  43.4%/20.1%/22.5%/14.1%
    69,120   135    -0.00093  +0.0007  0.0009  1.252↓    0.0%  -0.961  5.17e-06  39.3%/20.5%/24.4%/15.8%
    69,632   136    -0.00092  +0.0007  0.0006  1.232↓    0.0%  -2.538  4.45e-06  41.2%/21.9%/20.9%/16.0%
    70,144   137    -0.00092  +0.0006  0.0007  1.254↓    0.0%  -2.330  3.79e-06  41.0%/17.6%/24.8%/16.6%
    70,656   138    -0.00091  -0.0010  0.0006  1.251↓    0.0%  -2.277  3.21e-06  39.6%/20.3%/24.6%/15.4%
    71,168   139    -0.00089  +0.0013  0.0006  1.254↓    0.0%  -3.007  2.69e-06  36.7%/21.3%/23.6%/18.4%
    71,680   140    -0.00089  -0.0006  0.0005  1.251↓    0.0%  -2.059  2.24e-06  39.6%/19.9%/24.8%/15.6%
    72,192   141    -0.00089  +0.0004  0.0008  1.258↓    0.0%  -1.626  1.86e-06  37.1%/24.6%/22.5%/15.8%
    72,704   142    -0.00085  +0.0007  0.0006  1.268↓    0.0%  -1.370  1.55e-06  37.3%/22.3%/25.8%/14.6%
    73,216   143    -0.00086  -0.0013  0.0009  1.250↓    0.0%  -0.353  1.31e-06  40.2%/21.5%/22.5%/15.8%
    73,728   144    -0.00086  +0.0016  0.0010  1.267↓    0.1%  -1.513  1.14e-06  35.9%/19.3%/27.7%/17.0%
    74,240   145    -0.00082  +0.0010  0.0007  1.252↓    0.0%  -0.679  1.03e-06  41.6%/18.0%/25.8%/14.6%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_BTC\ckpt_step0074240.pth  [99% apmācības]
    74,752   146    -0.00082  -0.0012  0.0007  1.264↓    0.0%  -3.485  1.00e-06  36.5%/23.8%/24.2%/15.4%
    75,264   147    -0.00076  -0.0003  0.0006  1.261↓    0.0%  -2.843  1.03e-06  43.9%/18.0%/24.8%/13.3%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.000898 (Main)_BTC\ckpt_step0075264.pth  [100% apmācības]

────────────────────────────────────────────────────────────────────────────────
  Vidējais ātrums: 543 soļi/sek
  Vidējā atlīdzība (pēdējie 10 atjauninājumi): -0.00076
  Galīgā entropija: 1.261  (sākums: 1.300)
────────────────────────────────────────────────────────────────────────────────

✓ Galīgais modelis saglabāts: ppo_trader_Realistic Mode, OP - 0.000898 (Main)_BTC.pth

============================================================
11. SOLIS: Bektests (4 varianti)
============================================================

────────────────────────────────────────────────────────────  1. Komisija + slipāža          
  Bilance: $649.54 | Ienesīgums: -35.05% | MaxDD: 58.99% | Sharpe: -0.524 | Calmar: -0.594 | PF: 0.747 | Darījumi: 70 | Win%: 34.3%

────────────────────────────────────────────────────────────  2. Tikai komisija              
  Bilance: $858.26 | Ienesīgums: -14.17% | MaxDD: 53.63% | Sharpe: -0.065 | Calmar: -0.264 | PF: 0.893 | Darījumi: 70 | Win%: 44.3%

────────────────────────────────────────────────────────────  3. Tikai slipāža              
  Bilance: $687.09 | Ienesīgums: -31.29% | MaxDD: 57.07% | Sharpe: -0.462 | Calmar: -0.548 | PF: 0.763 | Darījumi: 70 | Win%: 37.1%

────────────────────────────────────────────────────────────  4. Bez izmaksām               
  Bilance: $907.77 | Ienesīgums: -9.22% | MaxDD: 52.49% | Sharpe: -0.003 | Calmar: -0.176 | PF: 0.916 | Darījumi: 70 | Win%: 44.3%


======================================================================
12. SOLIS: Rezultāti
======================================================================

  Metrika                     1. Komisija + slipāža            2. Tikai komisija                3. Tikai slipāža                4. Bez izmaksām               
  ──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Galīgā bilance                                     $649.54                         $858.26                         $687.09                         $907.77
  Ienesīgums                                         -35.05%                         -14.17%                         -31.29%                          -9.22%
  Maks. kritums                                       58.99%                          53.63%                          57.07%                          52.49%
  Sharpe (pēc darījumiem)                             -0.524                          -0.065                          -0.462                          -0.003
  Calmar koeficients                                  -0.594                          -0.264                          -0.548                          -0.176
  Peļņas faktors                                       0.747                           0.893                           0.763                           0.916
  Vid. PnL / solis ($)                             -0.002509                       -0.001060                       -0.002359                       -0.000837
  Darījumi                                                70                              70                              70                              70
  Uzvaru īpatsvars                                     34.3%                           44.3%                           37.1%                           44.3%
  Vid. darījuma P&L                                  -0.338%                         -0.042%                         -0.298%                         -0.002%
  Vid. ilgums (h)                                      130.3                           130.3                           130.3                           130.3
  Vid. slip (ieeja+izeja)                            0.1980%                               —                         0.1980%                               —
  Vid. komisija                                      0.0800%                         0.0800%                               —                               —

  Zudumi no komisijām        : +4.95%
  Zudumi no slipāžas        : +22.07%
  Kopējie zudumi             : +25.82%

  Signāli (variants 1):
    HOLD  :  102,998  (93.4%)
    LONG  :    7,112  (6.5%)
    SHORT :       88  (0.1%)
    CLOSE :       47  (0.0%)

  Darījumi: LONG=55  SHORT=15

  ──────────────────────────────────────────────────────────
  TOP 5 IENESĪGĀKIE
  1. LONG  | 2025-06-22 04:15 → 2025-10-05 03:30 | 2519h 15m | P&L: +220.58$ (+20.285%) | slip: 0.072%/0.105%
  2. LONG  | 2025-04-22 21:55 → 2025-05-10 04:15 | 414h 20m | P&L: +102.41$ (+10.283%) | slip: 0.359%/0.019%
  3. LONG  | 2026-04-07 09:15 → 2026-05-04 02:35 | 641h 20m | P&L: +84.36$ (+15.109%) | slip: 0.048%/0.092%
  4. LONG  | 2025-05-10 07:05 → 2025-05-22 06:05 | 287h 0m | P&L: +74.26$ (+6.833%) | slip: 0.022%/0.034%
  5. LONG  | 2025-11-24 07:50 → 2025-12-03 06:50 | 215h 0m | P&L: +57.59$ (+6.587%) | slip: 0.057%/0.045%

  ──────────────────────────────────────────────────────────
  TOP 5 ZAUDĪGĀKIE
  1. LONG  | 2025-10-05 04:10 → 2025-10-11 03:20 | 143h 10m | P&L: -125.07$ (-9.621%) | slip: 0.068%/0.059%
  2. LONG  | 2026-02-04 05:20 → 2026-02-06 01:45 | 44h 25m | P&L: -118.67$ (-16.619%) | slip: 0.038%/0.698%
  3. LONG  | 2026-01-26 04:30 → 2026-02-02 02:00 | 165h 30m | P&L: -101.48$ (-12.054%) | slip: 0.027%/0.117%
  4. LONG  | 2025-10-30 06:50 → 2025-11-05 05:10 | 142h 20m | P&L: -90.71$ (-8.015%) | slip: 0.066%/0.043%
  5. LONG  | 2025-11-12 09:20 → 2025-11-15 03:55 | 66h 35m | P&L: -89.91$ (-8.424%) | slip: 0.083%/0.055%
