Žurnāls: ppo_trader_Realistic Mode, OP - 0.004 (Conservative)_XRP.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.004 (Conservative)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,455 sveces  |  2019-01-05 05:00:00 → 2026-05-13 04:50:00
Izmantojam     : 331,053 sveces  |  2023-03-20 15:45:00 → 2026-05-13 04:50:00
Apmācība (~2g) : 0..220,702  (2023-03-20 15:45:00 → 2025-04-25 00:55:00)
Tests  (~1g)   : 220,702..331,053  (2025-04-25 01:00:00 → 2026-05-13 04:50:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.004  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.004
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.004 (Conservative)_XRP/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    48,640    95    -0.00189  -0.0007  0.0016  0.927↓    0.0%  -1.286  8.23e-05  69.1%/17.2%/ 6.1%/ 7.6%
    49,152    96    -0.00193  -0.0028  0.0018  0.901↓    0.0%  -0.362  7.95e-05  69.1%/16.4%/ 7.2%/ 7.2%
    49,664    97    -0.00171  +0.0019  0.0043  0.899↓    0.0%  +0.098  7.67e-05  70.5%/12.9%/ 8.8%/ 7.8%
    50,176    98    -0.00166  -0.0008  0.0011  0.915↓    0.0%  -0.020  7.39e-05  68.9%/15.4%/ 7.0%/ 8.6%
    50,688    99    -0.00164  -0.0006  0.0011  0.878↓    0.0%  +0.092  7.12e-05  71.9%/13.7%/ 6.6%/ 7.8%
    51,200   100    -0.00171  -0.0009  0.0014  0.905↓    0.0%  -1.098  6.84e-05  67.8%/16.4%/ 8.2%/ 7.6%
    51,712   101    -0.00180  +0.0006  0.0019  0.902↓    0.0%  -0.004  6.58e-05  69.5%/15.0%/ 8.0%/ 7.4%
    52,224   102    -0.00173  -0.0012  0.0008  0.923↓    0.0%  -0.232  6.31e-05  64.3%/21.5%/ 6.6%/ 7.6%
    52,736   103    -0.00173  -0.0012  0.0022  0.917↓    0.0%  +0.194  6.06e-05  67.2%/18.8%/ 8.2%/ 5.9%
    53,248   104    -0.00170  +0.0021  0.0012  0.926↓    0.0%  +0.560  5.80e-05  66.4%/17.8%/ 8.0%/ 7.8%
    53,760   105    -0.00178  +0.0001  0.0013  0.912↓    0.0%  +0.642  5.55e-05  68.2%/14.3%/11.7%/ 5.9%
    54,272   106    -0.00176  -0.0029  0.0009  0.914↓    0.0%  -0.159  5.30e-05  68.4%/18.4%/ 5.9%/ 7.4%
    54,784   107    -0.00155  +0.0002  0.0014  0.875↓    0.0%  +0.223  5.06e-05  70.5%/14.3%/ 6.8%/ 8.4%
    55,296   108    -0.00164  -0.0008  0.0014  0.903↓    0.0%  -0.039  4.83e-05  67.4%/17.2%/ 7.4%/ 8.0%
    55,808   109    -0.00169  +0.0007  0.0013  0.866↓    0.0%  -0.487  4.59e-05  72.9%/12.9%/ 6.4%/ 7.8%
    56,320   110    -0.00169  +0.0017  0.0009  0.864↓    0.0%  -0.064  4.37e-05  74.2%/13.3%/ 5.5%/ 7.0%
    56,832   111    -0.00159  -0.0002  0.0008  0.872↓    0.0%  -0.824  4.14e-05  70.5%/14.6%/ 6.4%/ 8.4%
    57,344   112    -0.00160  -0.0022  0.0020  0.907↓    0.0%  -0.222  3.93e-05  68.4%/12.7%/11.7%/ 7.2%
    57,856   113    -0.00157  +0.0015  0.0006  0.897↓    0.1%  -1.619  3.71e-05  68.2%/15.8%/ 7.8%/ 8.2%
    58,368   114    -0.00159  -0.0020  0.0012  0.892↓    0.0%  -0.133  3.51e-05  70.7%/15.8%/ 7.4%/ 6.1%
    58,880   115    -0.00158  -0.0002  0.0007  0.910↓    0.0%  -0.628  3.30e-05  66.6%/18.9%/ 7.4%/ 7.0%
    59,392   116    -0.00150  -0.0014  0.0010  0.912↓    0.0%  -0.123  3.11e-05  70.9%/14.6%/ 8.2%/ 6.2%
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.004 (Conservative)_XRP\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00152  -0.0006  0.0009  0.895↓    0.1%  +0.375  2.92e-05  68.0%/16.2%/ 8.6%/ 7.2%
    60,416   118    -0.00147  -0.0031  0.0006  0.869↓    0.1%  -0.201  2.73e-05  66.0%/15.2%/ 9.2%/ 9.6%
    60,928   119    -0.00138  +0.0010  0.0007  0.883↓    0.2%  -0.725  2.55e-05  68.6%/19.3%/ 5.3%/ 6.8%
    61,440   120    -0.00131  +0.0003  0.0007  0.892↓    0.0%  -0.632  2.38e-05  69.1%/13.7%/10.2%/ 7.0%
