Žurnāls: ppo_trader_Swing Mode_XRP.log

Ierīce: cpu  |  AMP: False
Eksperiments: Swing Mode

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,455 sveces  |  2019-01-05 05:00:00 → 2026-05-13 04:50:00
Izmantojam     : 331,053 sveces  |  2023-03-20 15:45:00 → 2026-05-13 04:50:00
Apmācība (~2g) : 0..220,702  (2023-03-20 15:45:00 → 2025-04-25 00:55:00)
Tests  (~1g)   : 220,702..331,053  (2025-04-25 01:00:00 → 2026-05-13 04:50:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Swing Mode_XRP/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    18,944    37    -0.00225  -0.0020  0.0018  1.283↓    0.0%  +0.370  2.55e-04  28.7%/30.1%/22.9%/18.4%
    19,456    38    -0.00227  -0.0019  0.0017  1.291↓    0.0%  -1.538  2.53e-04  29.7%/27.1%/24.6%/18.6%
    19,968    39    -0.00224  +0.0009  0.0017  1.274↓    0.0%  -2.201  2.50e-04  33.2%/28.5%/20.7%/17.6%
    20,480    40    -0.00218  -0.0000  0.0013  1.291↓    0.0%  -1.780  2.48e-04  24.0%/30.1%/27.9%/18.0%
    20,992    41    -0.00216  -0.0019  0.0013  1.285↓    0.0%  -0.430  2.45e-04  28.5%/29.3%/23.8%/18.4%
    21,504    42    -0.00211  -0.0025  0.0017  1.284↓    0.0%  -2.291  2.43e-04  29.1%/30.5%/23.8%/16.6%
    22,016    43    -0.00210  -0.0014  0.0017  1.280↓    0.0%  -0.568  2.40e-04  33.4%/24.4%/24.4%/17.8%
    22,528    44    -0.00191  -0.0021  0.0016  1.289↓    0.0%  -0.616  2.38e-04  28.5%/32.4%/21.3%/17.8%
    23,040    45    -0.00193  -0.0010  0.0013  1.266↓    0.0%  -1.453  2.35e-04  31.2%/24.4%/26.0%/18.4%
    23,552    46    -0.00182  +0.0000  0.0012  1.287↓    0.0%  -2.001  2.33e-04  31.2%/25.4%/27.5%/15.8%
    24,064    47    -0.00183  -0.0002  0.0014  1.285↓    0.0%  +0.027  2.30e-04  31.4%/23.4%/28.3%/16.8%
    24,576    48    -0.00180  -0.0002  0.0015  1.273↓    0.0%  -1.180  2.27e-04  36.9%/26.4%/20.3%/16.4%
    25,088    49    -0.00181  -0.0012  0.0018  1.290↓    0.0%  +0.193  2.24e-04  29.7%/25.4%/27.3%/17.6%
    25,600    50    -0.00184  -0.0004  0.0018  1.271↓    0.0%  -1.041  2.22e-04  33.0%/22.9%/26.2%/18.0%
    26,112    51    -0.00189  +0.0005  0.0020  1.290↓    0.0%  +0.194  2.19e-04  33.0%/24.2%/26.2%/16.6%
    26,624    52    -0.00183  -0.0001  0.0025  1.287↓    0.0%  -0.086  2.16e-04  35.0%/26.8%/22.9%/15.4%
    27,136    53    -0.00191  +0.0000  0.0027  1.294↓    0.0%  -0.041  2.13e-04  30.3%/25.6%/27.9%/16.2%
    27,648    54    -0.00200  -0.0018  0.0018  1.277↓    0.0%  -1.133  2.10e-04  31.1%/26.0%/25.0%/18.0%
    28,160    55    -0.00199  -0.0013  0.0017  1.263↓    0.0%  +0.208  2.07e-04  35.2%/22.9%/25.2%/16.8%
    28,672    56    -0.00205  -0.0014  0.0015  1.278↓    0.0%  +0.075  2.04e-04  30.9%/21.3%/29.5%/18.4%
    29,184    57    -0.00200  -0.0005  0.0011  1.258↓    0.0%  -0.276  2.01e-04  35.9%/26.0%/21.7%/16.4%
    29,696    58    -0.00206  -0.0001  0.0017  1.268↓    0.0%  -0.382  1.98e-04  31.1%/21.1%/29.7%/18.2%
  ✓ Kontrolpunkts: checkpoints_Swing Mode_XRP\ckpt_step0029696.pth  [40% apmācības]
    30,208    59    -0.00207  -0.0006  0.0014  1.263↓    0.0%  +0.240  1.95e-04  33.2%/28.1%/21.5%/17.2%
    30,720    60    -0.00210  -0.0005  0.0019  1.279↓    0.0%  +0.355  1.92e-04  30.1%/24.2%/28.9%/16.8%
    31,232    61    -0.00209  +0.0003  0.0017  1.266↓    0.0%  -0.025  1.89e-04  38.7%/23.4%/21.7%/16.2%
    31,744    62    -0.00214  +0.0004  0.0015  1.265↓    0.0%  +0.691  1.86e-04  37.5%/23.2%/22.9%/16.4%
    32,256    63    -0.00209  +0.0002  0.0016  1.268↓    0.0%  +0.424  1.82e-04  37.9%/23.4%/23.0%/15.6%
    32,768    64    -0.00207  -0.0021  0.0017  1.273↓    0.0%  -0.556  1.79e-04  34.8%/27.1%/21.5%/16.6%
    33,280    65    -0.00208  -0.0000  0.0013  1.269↓    0.0%  +0.276  1.76e-04  37.9%/22.5%/25.0%/14.6%
    33,792    66    -0.00201  -0.0005  0.0014  1.260↓    0.0%  -0.158  1.73e-04  36.9%/27.3%/19.9%/15.8%
    34,304    67    -0.00203  -0.0024  0.0013  1.271↓    0.0%  -0.155  1.70e-04  36.3%/20.9%/26.2%/16.6%
    34,816    68    -0.00197  -0.0008  0.0011  1.274↓    0.0%  -0.903  1.67e-04  35.2%/27.1%/22.9%/14.8%
    35,328    69    -0.00202  -0.0003  0.0024  1.281↓    0.0%  +0.007  1.63e-04  37.5%/19.7%/28.1%/14.6%
    35,840    70    -0.00201  -0.0009  0.0017  1.247↓    0.0%  +0.356  1.60e-04  37.7%/24.2%/21.7%/16.4%
    36,352    71    -0.00192  -0.0001  0.0014  1.277↓    0.0%  -0.028  1.57e-04  39.6%/26.6%/20.5%/13.3%
    36,864    72    -0.00190  -0.0001  0.0009  1.248↓    0.0%  -0.186  1.54e-04  35.4%/23.6%/22.9%/18.2%
    37,376    73    -0.00181  -0.0009  0.0019  1.242↓    0.1%  +0.443  1.50e-04  39.3%/22.9%/21.9%/16.0%
    37,888    74    -0.00171  +0.0002  0.0012  1.241↓    0.0%  -0.445  1.47e-04  41.2%/21.7%/22.9%/14.3%
    38,400    75    -0.00161  -0.0033  0.0012  1.237↓    0.2%  -2.446  1.44e-04  41.6%/22.1%/21.9%/14.5%
    38,912    76    -0.00161  -0.0002  0.0011  1.260↓    0.0%  -1.685  1.41e-04  36.1%/19.7%/29.1%/15.0%
    39,424    77    -0.00149  -0.0006  0.0011  1.226↓    0.0%  -3.807  1.38e-04  43.2%/23.6%/18.6%/14.6%
    39,936    78    -0.00143  -0.0055  0.0010  1.254↓    0.0%  -1.999  1.34e-04  36.5%/21.7%/27.5%/14.3%
    40,448    79    -0.00142  -0.0006  0.0038  1.233↓    0.0%  +0.175  1.31e-04  39.8%/23.6%/21.1%/15.4%
    40,960    80    -0.00124  -0.0034  0.0016  1.230↓    0.0%  -1.322  1.28e-04  43.0%/21.5%/20.3%/15.2%
    41,472    81    -0.00111  -0.0023  0.0033  1.229↓    0.0%  -0.410  1.25e-04  44.1%/22.3%/18.2%/15.4%
    41,984    82    -0.00105  -0.0008  0.0010  1.188↓    0.0%  -1.832  1.22e-04  48.2%/20.5%/17.0%/14.3%
    42,496    83    -0.00101  -0.0017  0.0010  1.191↓    0.1%  -1.219  1.19e-04  46.5%/18.0%/19.1%/16.4%
    43,008    84    -0.00102  -0.0006  0.0010  1.192↓    0.0%  -1.051  1.15e-04  43.2%/24.4%/17.0%/15.4%
    43,520    85    -0.00101  +0.0014  0.0011  1.212↓    0.0%  -0.940  1.12e-04  43.4%/20.1%/21.3%/15.2%
    44,032    86    -0.00098  +0.0007  0.0012  1.167↓    0.0%  -0.792  1.09e-04  50.2%/20.7%/14.1%/15.0%
    44,544    87    -0.00116  -0.0017  0.0111  1.204↓    0.0%  -0.090  1.06e-04  43.8%/19.7%/22.5%/14.1%
  ✓ Kontrolpunkts: checkpoints_Swing Mode_XRP\ckpt_step0044544.pth  [59% apmācības]
    45,056    88    -0.00114  +0.0013  0.0017  1.185↓    0.0%  -0.017  1.03e-04  47.5%/20.3%/16.6%/15.6%
    45,568    89    -0.00095  -0.0011  0.0012  1.204↓    0.2%  -0.144  1.00e-04  48.6%/19.7%/17.2%/14.5%
    46,080    90    -0.00094  -0.0004  0.0010  1.164↓    0.0%  +0.033  9.70e-05  52.0%/17.0%/17.0%/14.1%
    46,592    91    -0.00097  +0.0008  0.0010  1.189↓    0.0%  -0.306  9.40e-05  50.6%/17.4%/17.8%/14.3%
    47,104    92    -0.00097  -0.0020  0.0012  1.188↓    0.0%  +0.343  9.11e-05  45.5%/19.3%/20.3%/14.8%
    47,616    93    -0.00097  +0.0010  0.0009  1.193↓    0.0%  -0.098  8.81e-05  43.6%/18.2%/23.0%/15.2%
    48,128    94    -0.00093  -0.0012  0.0010  1.205↓    0.0%  -0.633  8.52e-05  46.7%/18.8%/20.7%/13.9%
    48,640    95    -0.00087  -0.0012  0.0009  1.193↓    0.0%  -3.174  8.23e-05  47.5%/21.7%/16.2%/14.6%
    49,152    96    -0.00091  -0.0025  0.0013  1.219↓    0.0%  -0.603  7.95e-05  44.7%/20.9%/20.9%/13.5%
    49,664    97    -0.00081  -0.0008  0.0023  1.197↓    0.2%  +0.168  7.67e-05  48.0%/21.9%/15.2%/14.8%
    50,176    98    -0.00082  -0.0009  0.0009  1.209↓    0.1%  -0.924  7.39e-05  45.5%/21.7%/17.6%/15.2%
    50,688    99    -0.00084  -0.0007  0.0009  1.180↓    0.0%  -0.187  7.12e-05  44.9%/20.1%/19.9%/15.0%
    51,200   100    -0.00085  +0.0002  0.0011  1.214↓    0.0%  -0.723  6.84e-05  42.2%/17.6%/25.8%/14.5%
    51,712   101    -0.00089  -0.0016  0.0011  1.205↓    0.0%  -0.175  6.58e-05  43.6%/19.3%/21.5%/15.6%
    52,224   102    -0.00083  -0.0019  0.0008  1.228↓    0.0%  -2.251  6.31e-05  41.2%/25.0%/20.5%/13.3%
    52,736   103    -0.00083  -0.0025  0.0010  1.235↓    0.1%  -1.939  6.06e-05  42.4%/22.5%/23.2%/11.9%
    53,248   104    -0.00080  +0.0020  0.0007  1.195↓    0.0%  -0.736  5.80e-05  44.7%/21.1%/17.8%/16.4%
    53,760   105    -0.00087  +0.0007  0.0009  1.229↓    0.0%  -0.111  5.55e-05  43.9%/18.2%/25.6%/12.3%
    54,272   106    -0.00082  +0.0018  0.0008  1.235↓    0.0%  -0.777  5.30e-05  43.8%/24.0%/19.5%/12.7%
    54,784   107    -0.00073  -0.0009  0.0012  1.205↓    0.0%  -0.492  5.06e-05  46.5%/18.2%/20.9%/14.5%
    55,296   108    -0.00073  +0.0006  0.0010  1.229↓    0.1%  -0.739  4.83e-05  39.5%/25.0%/20.5%/15.0%
    55,808   109    -0.00074  +0.0010  0.0009  1.218↓    0.0%  -0.874  4.59e-05  44.7%/20.5%/19.7%/15.0%
    56,320   110    -0.00074  +0.0006  0.0007  1.221↓    0.0%  -3.374  4.37e-05  42.0%/20.7%/21.3%/16.0%
    56,832   111    -0.00070  +0.0007  0.0007  1.208↓    0.0%  -2.627  4.14e-05  46.5%/19.5%/18.6%/15.4%
    57,344   112    -0.00074  -0.0007  0.0009  1.227↓    0.0%  -2.957  3.93e-05  43.9%/18.8%/23.0%/14.3%
    57,856   113    -0.00070  -0.0013  0.0007  1.222↓    0.0%  -1.084  3.71e-05  41.6%/24.6%/18.2%/15.6%
    58,368   114    -0.00070  -0.0011  0.0008  1.235↓    0.0%  -2.134  3.51e-05  42.6%/20.3%/23.4%/13.7%
    58,880   115    -0.00066  +0.0010  0.0006  1.221↓    0.0%  -1.047  3.30e-05  45.7%/23.2%/17.4%/13.7%
    59,392   116    -0.00066  -0.0029  0.0008  1.220↓    0.0%  -0.762  3.11e-05  44.1%/19.5%/22.9%/13.5%
  ✓ Kontrolpunkts: checkpoints_Swing Mode_XRP\ckpt_step0059392.pth  [79% apmācības]
