Žurnāls: ppo_trader_Realistic Mode, OP - 0.0008 (Active)_BTC.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.0008 (Active)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 771,726 sveces  |  2019-01-05 05:00:00 → 2026-05-10 16:05:00
Izmantojam     : 330,740 sveces  |  2023-03-19 05:05:00 → 2026-05-10 16:05:00
Apmācība (~2g) : 0..220,493  (2023-03-19 05:05:00 → 2025-04-22 20:50:00)
Tests  (~1g)   : 220,493..330,740  (2025-04-22 20:55:00 → 2026-05-10 16:05:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.0008  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.0008
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.0008 (Active)_BTC/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
  ✓ Kontrolpunkts: checkpoints_Realistic Mode, OP - 0.0008 (Active)_BTC\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00083  +0.0003  0.0006  1.288↓    0.0%  -1.569  2.92e-05  31.2%/22.1%/29.3%/17.4%
    60,416   118    -0.00082  -0.0003  0.0007  1.253↓    0.0%  -2.415  2.73e-05  36.3%/22.1%/24.0%/17.6%
    60,928   119    -0.00083  +0.0002  0.0006  1.271↓    0.0%  -2.803  2.55e-05  35.4%/21.9%/25.8%/17.0%
    61,440   120    -0.00088  -0.0001  0.0007  1.265↓    0.0%  -0.728  2.38e-05  35.0%/21.3%/27.9%/15.8%
    61,952   121    -0.00088  +0.0014  0.0008  1.276↓    0.0%  -1.555  2.21e-05  35.0%/20.9%/26.8%/17.4%
    62,464   122    -0.00085  -0.0007  0.0007  1.284↓    0.0%  -0.922  2.05e-05  32.8%/25.8%/27.1%/14.3%
    62,976   123    -0.00085  -0.0001  0.0005  1.251↓    0.0%  -1.969  1.89e-05  39.5%/18.8%/24.2%/17.6%
    63,488   124    -0.00084  +0.0000  0.0007  1.267↓    0.0%  -1.390  1.74e-05  38.3%/19.9%/24.8%/17.0%
    64,000   125    -0.00085  +0.0006  0.0007  1.242↓    0.0%  -1.082  1.60e-05  39.3%/19.9%/24.2%/16.6%
    64,512   126    -0.00083  -0.0011  0.0007  1.268↓    0.0%  -3.145  1.46e-05  35.2%/23.2%/23.6%/18.0%
    65,024   127    -0.00084  +0.0006  0.0006  1.272↓    0.0%  -1.749  1.33e-05  37.3%/22.5%/24.6%/15.6%
    65,536   128    -0.00084  +0.0014  0.0006  1.272↓    0.0%  -1.911  1.21e-05  35.4%/22.1%/24.8%/17.8%
    66,048   129    -0.00084  -0.0008  0.0007  1.273↓    0.0%  -1.152  1.09e-05  37.1%/21.5%/25.2%/16.2%
    66,560   130    -0.00080  -0.0013  0.0007  1.255↓    0.0%  -0.530  9.77e-06  40.2%/20.5%/23.6%/15.6%
    67,072   131    -0.00080  +0.0009  0.0006  1.268↓    0.0%  -0.352  8.72e-06  41.4%/18.4%/25.0%/15.2%
    67,584   132    -0.00085  -0.0007  0.0008  1.271↓    0.0%  -1.475  7.73e-06  35.2%/23.0%/26.4%/15.4%
    68,096   133    -0.00086  +0.0012  0.0009  1.258↓    0.0%  -1.821  6.81e-06  34.8%/19.1%/29.1%/17.0%
