Žurnāls: ppo_trader_Realistic Mode, OP - 0.000898 (Main)_SOL.log

Ierīce: cpu  |  AMP: False
Eksperiments: OP - 0.000898 (Main)

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 563,641 sveces  |  2020-08-15 11:00:00 → 2025-12-25 13:20:00
Izmantojam     : 241,561 sveces  |  2023-09-08 19:20:00 → 2025-12-25 13:20:00
Apmācība (~2g) : 0..161,040  (2023-09-08 19:20:00 → 2025-03-20 23:15:00)
Tests  (~1g)   : 161,040..241,561  (2025-03-20 23:20:00 → 2025-12-25 13:20:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Labvēlības periods: 12 sveces  |  Atvēršanas sods: 0.000898  |  Min darījums: 72 sveces  |  Īsa darījuma sods: 0.000898
Kontrolpunkti: checkpoints_Realistic Mode, OP - 0.000898 (Main)_SOL/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
    32,768    64    -0.00125  -0.0005  0.0014  1.194↓    0.0%  +0.474  1.79e-04  40.8%/17.0%/21.3%/20.9%
    33,280    65    -0.00124  -0.0001  0.0013  1.233↓    0.0%  +0.055  1.76e-04  36.5%/20.3%/24.8%/18.4%
    33,792    66    -0.00125  +0.0007  0.0020  1.211↓    0.1%  +0.254  1.73e-04  35.7%/20.9%/23.4%/19.9%
    34,304    67    -0.00126  -0.0008  0.0014  1.264↓    0.1%  +0.625  1.70e-04  27.3%/24.4%/26.2%/22.1%
    34,816    68    -0.00128  -0.0009  0.0018  1.228↓    0.1%  +0.144  1.67e-04  36.1%/18.8%/25.0%/20.1%
    35,328    69    -0.00127  -0.0008  0.0011  1.231↓    0.0%  +0.265  1.63e-04  34.4%/20.5%/24.6%/20.5%
    35,840    70    -0.00124  +0.0000  0.0014  1.204↓    0.0%  -0.069  1.60e-04  37.1%/17.8%/23.4%/21.7%
    36,352    71    -0.00128  +0.0001  0.0017  1.202↓    0.0%  +0.180  1.57e-04  39.6%/23.0%/18.6%/18.8%
    36,864    72    -0.00125  +0.0007  0.0012  1.205↓    0.0%  -0.299  1.54e-04  34.0%/21.5%/23.2%/21.3%
    37,376    73    -0.00124  -0.0007  0.0015  1.187↓    0.0%  +0.435  1.50e-04  37.9%/17.6%/23.0%/21.5%
    37,888    74    -0.00133  -0.0007  0.0019  1.196↓    0.0%  -0.051  1.47e-04  38.7%/17.4%/22.7%/21.3%
    38,400    75    -0.00134  -0.0013  0.0012  1.188↓    0.0%  +0.049  1.44e-04  41.4%/13.1%/25.6%/19.9%
    38,912    76    -0.00137  +0.0005  0.0010  1.197↓    0.0%  +0.571  1.41e-04  34.4%/17.6%/25.0%/23.0%
    39,424    77    -0.00136  -0.0007  0.0012  1.203↓    0.0%  -0.384  1.38e-04  40.8%/16.0%/24.0%/19.1%
    39,936    78    -0.00131  +0.0005  0.0011  1.192↓    0.0%  +0.160  1.34e-04  33.8%/17.8%/25.8%/22.7%
    40,448    79    -0.00129  -0.0003  0.0012  1.219↓    0.0%  -0.223  1.31e-04  35.4%/17.0%/25.6%/22.1%
    40,960    80    -0.00126  -0.0002  0.0010  1.206↓    0.0%  -0.057  1.28e-04  35.4%/16.4%/25.0%/23.2%
